Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Human	mRNA surveillance pathway	5/91	0.2514420108325324	0.5641046851721162	0	0	1.5060496543054682	2.079166141122276	CSTF3;PAPOLA;PPP2R5C;PELO;WDR33
KEGG_2019_Human	Necroptosis	8/162	0.257630435993647	0.5730056248824218	0	0	1.3463497154134874	1.8259587161118431	IFNAR2;CAMK2B;CAMK2D;CASP8;PLA2G4B;XIAP;FAS;CFLAR
KEGG_2019_Human	Signaling pathways regulating pluripotency of stem cells	7/139	0.2613834203445517	0.5763839525546525	0	0	1.3741171881415783	1.8437449682648777	SETDB1;PCGF5;AKT1;MAPK1;IGF1;POU5F1;FGFR1
KEGG_2019_Human	Intestinal immune network for IgA production	3/48	0.264962876657935	0.5793256116758241	0	0	1.7259658580413295	2.29236839466699	CXCL12;IL15;TNFSF13
KEGG_2019_Human	Sphingolipid signaling pathway	6/119	0.2834496787398641	0.6145379589486129	0	0	1.3753577544397475	1.7339419518745314	PLCB4;AKT1;MAPK1;PPP2R5C;SGMS2;PLCB1
KEGG_2019_Human	Amoebiasis	5/96	0.2871870515859783	0.6174521609098534	0	0	1.422928422928423	1.7752761330087783	PLCB4;LAMA4;ADCY1;PLCB1;PRKACB
KEGG_2019_Human	Mineral absorption	3/51	0.2956100867274073	0.6285440618985113	0	0	1.6178402964959568	1.9716845666800256	HEPH;SLC11A2;SLC26A6
KEGG_2019_Human	Inositol phosphate metabolism	4/74	0.2972185098899937	0.6285440618985113	0	0	1.479467900520532	1.7950201872440876	PIKFYVE;PLCB4;PLCE1;PLCB1
KEGG_2019_Human	Alzheimer disease	8/171	0.3061108023069067	0.6369079596385638	0	0	1.2714120418543091	1.505107928928746	CASP8;PLCB4;MAPK1;FAS;CACNA1C;APBB1;PLCB1;RTN4
KEGG_2019_Human	Influenza A	8/171	0.3061108023069067	0.6369079596385638	0	0	1.2714120418543091	1.505107928928746	IFNAR2;OAS2;AKT1;MAPK1;FAS;NUP98;PML;AGFG1
KEGG_2019_Human	mTOR signaling pathway	7/152	0.3382989856526255	0.6881918510924656	0	0	1.2500700869077657	1.3548574639149769	RRAGB;STRADA;AKT1;MAPK1;IGF1;SKP2;EIF4E2
KEGG_2019_Human	RNA degradation	4/79	0.3396270228484992	0.6881918510924656	0	0	1.380476833108412	1.4907869476122453	EXOSC7;XRN1;CNOT1;DIS3L
KEGG_2019_Human	Taurine and hypotaurine metabolism	1/11	0.3414285152706806	0.6881918510924656	0	0	2.586693548387097	2.779704725321296	CSAD
KEGG_2019_Human	Ubiquinone and other terpenoid-quinone biosynthesis	1/11	0.3414285152706806	0.6881918510924656	0	0	2.586693548387097	2.779704725321296	GGCX
KEGG_2019_Human	Base excision repair	2/33	0.3495183247828281	0.6990366495656563	0	0	1.669257152780793	1.7547219292540723	POLL;NEIL1
KEGG_2019_Human	Endometrial cancer	3/58	0.3675219785384938	0.7293897727917801	0	0	1.411418769909336	1.4127908899403772	TCF7L2;AKT1;MAPK1
KEGG_2019_Human	Insulin resistance	5/108	0.3757098919810611	0.7382968150533596	0	0	1.256363159275781	1.229901634999069	CREB3L2;GFPT1;AKT1;PRKAG2;CREB5
KEGG_2019_Human	Lysine degradation	3/59	0.3777332542133468	0.7382968150533596	0	0	1.386142664613015	1.3495027682477831	HYKK;SETDB1;PRDM2
KEGG_2019_Human	Kaposi sarcoma-associated herpesvirus infection	8/186	0.3903319179573068	0.757185224308159	0	0	1.1633558458981903	1.0944361212552982	IFNAR2;RCAN1;CASP8;AKT1;MAPK1;FAS;NFATC1;MICA
KEGG_2019_Human	Colorectal cancer	4/86	0.3991819772251202	0.7635348752933574	0	0	1.2621704354695369	1.159098925436368	TCF7L2;BCL2L11;AKT1;MAPK1
KEGG_2019_Human	Aldosterone-regulated sodium reabsorption	2/37	0.403229393659151	0.7635348752933574	0	0	1.4781772736012306	1.3425540119946766	MAPK1;IGF1
KEGG_2019_Human	Thyroid cancer	2/37	0.403229393659151	0.7635348752933574	0	0	1.4781772736012306	1.3425540119946766	TCF7L2;MAPK1
KEGG_2019_Human	Hepatitis B	7/163	0.405442937655775	0.7635348752933574	0	0	1.1612552984504203	1.0483524103101824	CASP8;CREB3L2;AKT1;MAPK1;FAS;NFATC1;CREB5
KEGG_2019_Human	Measles	6/138	0.4091895142136763	0.7650064830951341	0	0	1.176220937384672	1.051043824035124	IFNAR2;CASP8;OAS2;CSNK2A3;AKT1;FAS
KEGG_2019_Human	Endocytosis	10/244	0.4245648845693007	0.786623798554092	0	0	1.1059363916506777	0.9474451290133016	GIT2;ZFYVE16;IQSEC1;GRK4;PARD3;ARRB1;AGAP3;SNX5;DNM1;PML
KEGG_2019_Human	Huntington disease	8/193	0.4300921859693454	0.786623798554092	0	0	1.1189262532546114	0.944100412227687	PLCB4;CASP8;POLR2J2;BDNF;CREB3L2;NRF1;PLCB1;CREB5
KEGG_2019_Human	TGF-beta signaling pathway	4/90	0.432848651981069	0.786623798554092	0	0	1.2032137589053131	1.007531670855325	ZFYVE16;TFDP1;MAPK1;LTBP1
KEGG_2019_Human	Thiamine metabolism	1/15	0.4342623080376958	0.786623798554092	0	0	1.8472542242703531	1.5408068129836794	AK4
KEGG_2019_Human	Fc gamma R-mediated phagocytosis	4/91	0.4411891842967626	0.786623798554092	0	0	1.189321668450525	0.973199926203916	GSN;PLA2G4B;AKT1;MAPK1
KEGG_2019_Human	Rheumatoid arthritis	4/91	0.4411891842967626	0.786623798554092	0	0	1.189321668450525	0.973199926203916	FLT1;CXCL12;IL15;TNFSF13
KEGG_2019_Human	Ferroptosis	2/40	0.4420947705052067	0.786623798554092	0	0	1.3612665580505774	1.1111079734456768	SLC11A2;SAT1
KEGG_2019_Human	Non-small cell lung cancer	3/66	0.4479243797010819	0.7873425640284218	0	0	1.2316775766910537	0.989198266637566	RASSF5;AKT1;MAPK1
KEGG_2019_Human	Th1 and Th2 cell differentiation	4/92	0.4494930408930676	0.7873425640284218	0	0	1.1757453073242548	0.9401669895654784	MAF;MAPK1;NFATC1;RBPJ
KEGG_2019_Human	Bladder cancer	2/41	0.4547377668978145	0.7873425640284218	0	0	1.3262932670738865	1.045164669425743	MAPK1;TYMP
KEGG_2019_Human	Homologous recombination	2/41	0.4547377668978145	0.7873425640284218	0	0	1.3262932670738865	1.045164669425743	BRCC3;BRCA1
KEGG_2019_Human	Small cell lung cancer	4/93	0.4577573046676871	0.7873425640284218	0	0	1.1624740329648668	0.9083759691184604	LAMA4;AKT1;XIAP;SKP2
KEGG_2019_Human	Fc epsilon RI signaling pathway	3/68	0.4674156707346409	0.7889606400772713	0	0	1.193655401202571	0.9078182980911228	PLA2G4B;AKT1;MAPK1
KEGG_2019_Human	NF-kappa B signaling pathway	4/95	0.4741559341829076	0.7889606400772713	0	0	1.136806513324732	0.8483066608532851	CXCL12;CSNK2A3;XIAP;CFLAR
KEGG_2019_Human	Epstein-Barr virus infection	8/201	0.475182640876096	0.7889606400772713	0	0	1.0720959498316238	0.7976994688013199	IFNAR2;BCL2L11;CASP8;OAS2;AKT1;FAS;RBPJ;SKP2
KEGG_2019_Human	Nitrogen metabolism	1/17	0.4756561587567819	0.7889606400772713	0	0	1.616179435483871	1.2009183581243963	CA13
KEGG_2019_Human	Adipocytokine signaling pathway	3/69	0.4770459684188152	0.7889606400772713	0	0	1.1755084538103406	0.8700436751265206	PRKAG2;AKT1;CAMKK2
KEGG_2019_Human	Renal cell carcinoma	3/69	0.4770459684188152	0.7889606400772713	0	0	1.1755084538103406	0.8700436751265206	HGF;AKT1;MAPK1
KEGG_2019_Human	Prolactin signaling pathway	3/70	0.4865945145063949	0.7996266544117828	0	0	1.1579032063402663	0.8340656102396061	AKT1;MAPK1;ESR2
KEGG_2019_Human	Other glycan degradation	1/18	0.4952045403143696	0.8049242191955348	0	0	1.5210309930423782	1.0689568371045148	NEU3
KEGG_2019_Human	B cell receptor signaling pathway	3/71	0.4960579490391086	0.8049242191955348	0	0	1.1408157602663709	0.7997831789825228	AKT1;MAPK1;NFATC1
KEGG_2019_Human	Choline metabolism in cancer	4/99	0.5063618374159181	0.8157285367384471	0	0	1.0887136870516372	0.7408737701713064	PLA2G4B;AKT1;MAPK1;DGKZ
KEGG_2019_Human	Pantothenate and CoA biosynthesis	1/19	0.5140250664157093	0.8157285367384471	0	0	1.4364545997610514	0.9559364717490212	DPYD
KEGG_2019_Human	Osteoclast differentiation	5/127	0.5140325600353609	0.8157285367384471	0	0	1.059647762516615	0.7051623863013325	IFNAR2;NCF4;AKT1;MAPK1;NFATC1
KEGG_2019_Human	Type II diabetes mellitus	2/46	0.5153633778618871	0.8157285367384471	0	0	1.1752722378563565	0.7790680327381492	MAPK1;CACNA1C
KEGG_2019_Human	Nucleotide excision repair	2/47	0.526942628755412	0.8239466558720988	0	0	1.1490952594586512	0.73618350590741	ERCC5;ERCC6
KEGG_2019_Human	Sphingolipid metabolism	2/47	0.526942628755412	0.8239466558720988	0	0	1.1490952594586512	0.73618350590741	NEU3;SGMS2
KEGG_2019_Human	Human immunodeficiency virus 1 infection	8/212	0.535640914556484	0.8276111070635679	0	0	1.0137015457471998	0.6328450334517387	GNAO1;APOBEC3F;CASP8;PXN;AKT1;FAS;MAPK1;NFATC1
KEGG_2019_Human	Amino sugar and nucleotide sugar metabolism	2/48	0.5383330462577918	0.8276111070635679	0	0	1.1240564105564983	0.696103254362249	FPGT;GFPT1
KEGG_2019_Human	Natural killer cell mediated cytotoxicity	5/131	0.5416672728596557	0.8276111070635679	0	0	1.0257936507936507	0.6289175275688575	IFNAR2;MAPK1;FAS;NFATC1;MICA
KEGG_2019_Human	C-type lectin receptor signaling pathway	4/104	0.5453251480651417	0.8276111070635679	0	0	1.034008097165992	0.6269946542128845	CASP8;AKT1;MAPK1;NFATC1
KEGG_2019_Human	Toll-like receptor signaling pathway	4/104	0.5453251480651417	0.8276111070635679	0	0	1.034008097165992	0.6269946542128845	IFNAR2;CASP8;AKT1;MAPK1
KEGG_2019_Human	Hippo signaling pathway	6/160	0.5514356464325945	0.8319906244421601	0	0	1.0070295063529164	0.5994143093605441	LATS1;TCF7L2;PARD3;TEAD1;LLGL2;TEAD3
KEGG_2019_Human	Cardiac muscle contraction	3/78	0.5596806226526867	0.83952093397903	0	0	1.0339622641509434	0.6001002983039146	CACNB2;CACNA2D3;CACNA1C
KEGG_2019_Human	JAK-STAT signaling pathway	6/162	0.5636470572125662	0.8405834726060236	0	0	0.9940147808889352	0.569895520685507	IFNAR2;IL15;FHL1;AKT1;OSMR;PIAS2
KEGG_2019_Human	Th17 cell differentiation	4/107	0.5679222595453112	0.842091626222358	0	0	1.0037341299477225	0.567883398076999	MAPK1;NFATC1;IL1RAP;RUNX1
KEGG_2019_Human	Histidine metabolism	1/23	0.5825550727059089	0.8539727770347982	0	0	1.1750366568914956	0.6349093811725144	HNMT
KEGG_2019_Human	Protein export	1/23	0.5825550727059089	0.8539727770347982	0	0	1.1750366568914956	0.6349093811725144	SEC11A
KEGG_2019_Human	Vitamin digestion and absorption	1/24	0.5981227529213475	0.8686345434684954	0	0	1.1238896680691912	0.5776335174672738	SCARB1
KEGG_2019_Human	Hepatocellular carcinoma	6/168	0.5992904989821403	0.8686345434684954	0	0	0.9568987119731368	0.489940585323298	TCF7L2;HGF;TXNRD1;AKT1;DPF3;MAPK1
KEGG_2019_Human	Legionellosis	2/55	0.6126578709439398	0.8781429483529803	0	0	0.9752406104776656	0.4778177925342178	CLK1;CASP8
KEGG_2019_Human	Pathogenic Escherichia coli infection	2/55	0.6126578709439398	0.8781429483529803	0	0	0.9752406104776656	0.4778177925342178	ABL1;ARHGEF2
KEGG_2019_Human	Folate biosynthesis	1/26	0.6275402382260411	0.8945048699575613	0	0	1.0338709677419355	0.4817295776154549	FPGS
KEGG_2019_Human	Thermogenesis	8/231	0.632886435718465	0.8971686836009011	0	0	0.9264075058867912	0.423798342093785	CREB3L2;DPF3;PRKAG2;ADCY1;PRKACB;ADCY6;FGFR1;CREB5
KEGG_2019_Human	Biosynthesis of unsaturated fatty acids	1/27	0.6414323761053514	0.9043144974600036	0	0	0.9940550041356492	0.4414116313266784	FADS2
KEGG_2019_Human	Non-alcoholic fatty liver disease (NAFLD)	5/149	0.6556688118114163	0.905098833881572	0	0	0.8967248498498499	0.3785070906423962	BCL2L11;CASP8;AKT1;PRKAG2;FAS
KEGG_2019_Human	Protein digestion and absorption	3/90	0.656649319209002	0.905098833881572	0	0	0.8907891067943118	0.3746704980990983	COL12A1;COL11A2;COL6A3
KEGG_2019_Human	Tuberculosis	6/179	0.660332289298708	0.905098833881572	0	0	0.8955391991990426	0.3716596055054414	CAMK2B;CAMK2D;CASP8;RIPK2;AKT1;MAPK1
KEGG_2019_Human	Alcoholism	6/180	0.6655844486557289	0.905098833881572	0	0	0.8903457608137745	0.3624506368759803	GNAO1;BDNF;CREB3L2;MAPK1;CREB5;CAMKK2
KEGG_2019_Human	Linoleic acid metabolism	1/29	0.6676834432502642	0.905098833881572	0	0	0.922955069124424	0.3728194905940647	PLA2G4B
KEGG_2019_Human	Glycerolipid metabolism	2/61	0.668793173394464	0.905098833881572	0	0	0.8757898578826105	0.3523131158095699	GLYCTK;DGKZ
KEGG_2019_Human	Glyoxylate and dicarboxylate metabolism	1/30	0.6800801603496658	0.905098833881572	0	0	0.8910826844642195	0.3435521215082774	GLYCTK
KEGG_2019_Human	Nicotinate and nicotinamide metabolism	1/30	0.6800801603496658	0.905098833881572	0	0	0.8910826844642195	0.3435521215082774	NNT
KEGG_2019_Human	Pentose phosphate pathway	1/30	0.6800801603496658	0.905098833881572	0	0	0.8910826844642195	0.3435521215082774	GLYCTK
KEGG_2019_Human	Basal cell carcinoma	2/63	0.6859837743263939	0.905098833881572	0	0	0.846987180901529	0.3192305730559031	TCF7L2;PTCH1
KEGG_2019_Human	Circadian rhythm	1/31	0.6920150260691326	0.905098833881572	0	0	0.8613351254480287	0.3170984675218752	PRKAG2
KEGG_2019_Human	Mucin type O-glycan biosynthesis	1/31	0.6920150260691326	0.905098833881572	0	0	0.8613351254480287	0.3170984675218752	GALNT4
KEGG_2019_Human	RNA polymerase	1/31	0.6920150260691326	0.905098833881572	0	0	0.8613351254480287	0.3170984675218752	POLR2J2
KEGG_2019_Human	beta-Alanine metabolism	1/31	0.6920150260691326	0.905098833881572	0	0	0.8613351254480287	0.3170984675218752	DPYD
KEGG_2019_Human	Inflammatory bowel disease (IBD)	2/65	0.7024351839200644	0.905098833881572	0	0	0.8200132453160717	0.2896304387430388	MAF;NFATC1
KEGG_2019_Human	Mitophagy	2/65	0.7024351839200644	0.905098833881572	0	0	0.8200132453160717	0.2896304387430388	USP15;CSNK2A3
KEGG_2019_Human	Propanoate metabolism	1/32	0.7035052249970473	0.905098833881572	0	0	0.8335067637877211	0.293127638109173	BCKDHB
KEGG_2019_Human	Glycerophospholipid metabolism	3/97	0.7056588434008493	0.905098833881572	0	0	0.8241526638756667	0.2873188897263578	PLA2G4B;TAZ;DGKZ
KEGG_2019_Human	Aminoacyl-tRNA biosynthesis	2/66	0.7103886378441956	0.905098833881572	0	0	0.8071584791386271	0.2760022575813794	TARS2;PSTK
KEGG_2019_Human	Fructose and mannose metabolism	1/33	0.7145673028005227	0.905098833881572	0	0	0.8074176747311828	0.2713553902678143	FPGT
KEGG_2019_Human	Cellular senescence	5/160	0.71565954306915	0.905098833881572	0	0	0.8326068003487358	0.278549207542215	RASSF5;AKT1;MAPK1;NFATC1;LIN9
KEGG_2019_Human	T cell receptor signaling pathway	3/101	0.7311660678197921	0.9201992463292992	0	0	0.7903487540568788	0.2474697862081635	AKT1;MAPK1;NFATC1
KEGG_2019_Human	Alanine, aspartate and glutamate metabolism	1/35	0.7354702271744783	0.9211229058787156	0	0	0.7598434535104365	0.2334582686354118	GFPT1
KEGG_2019_Human	RIG-I-like receptor signaling pathway	2/70	0.7404388839460034	0.9228658553529898	0	0	0.7595202280104505	0.2282450811267209	CASP8;AZI2
KEGG_2019_Human	Starch and sucrose metabolism	1/36	0.7453411815287531	0.9245097347808572	0	0	0.7380952380952381	0.2169359360284947	AMY2B
KEGG_2019_Human	Allograft rejection	1/38	0.7639931947307527	0.9246901404179096	0	0	0.6981255448997384	0.1879328815331924	FAS
KEGG_2019_Human	Bacterial invasion of epithelial cells	2/74	0.7677831656900658	0.9246901404179096	0	0	0.7171751158965156	0.1895120341144027	PXN;DNM1
KEGG_2019_Human	Leishmaniasis	2/74	0.7677831656900658	0.9246901404179096	0	0	0.7171751158965156	0.1895120341144027	NCF4;MAPK1
KEGG_2019_Human	PPAR signaling pathway	2/74	0.7677831656900658	0.9246901404179096	0	0	0.7171751158965156	0.1895120341144027	FADS2;SORBS1
KEGG_2019_Human	Cytokine-cytokine receptor interaction	9/294	0.7706731850211649	0.9246901404179096	0	0	0.8139302059496567	0.2120213954609597	IFNAR2;CXCL12;EDA;IL15;TNFSF12;TNFSF13;FAS;IL1RAP;OSMR
KEGG_2019_Human	Pancreatic cancer	2/75	0.774215548987116	0.9246901404179096	0	0	0.7073139254042294	0.1810051397362905	AKT1;MAPK1
KEGG_2019_Human	Glycine, serine and threonine metabolism	1/40	0.7812807642950678	0.9246901404179096	0	0	0.6622553074165978	0.1634583188262375	GLYCTK
KEGG_2019_Human	Nicotine addiction	1/40	0.7812807642950678	0.9246901404179096	0	0	0.6622553074165978	0.1634583188262375	GABRE
KEGG_2019_Human	MicroRNAs in cancer	9/299	0.7871072234983707	0.9246901404179096	0	0	0.7996860944527736	0.1914374911154064	BCL2L11;ERBB3;DNMT3A;TNC;ABL1;MAPK1;MDM4;BRCA1;FOXP1
KEGG_2019_Human	Fat digestion and absorption	1/41	0.7894443257902384	0.9246901404179096	0	0	0.6456653225806451	0.1526520476606886	SCARB1
KEGG_2019_Human	Graft-versus-host disease	1/41	0.7894443257902384	0.9246901404179096	0	0	0.6456653225806451	0.1526520476606886	FAS
KEGG_2019_Human	Porphyrin and chlorophyll metabolism	1/42	0.7973035783055373	0.9246901404179096	0	0	0.6298846052976659	0.1426813168348856	HEPH
KEGG_2019_Human	Type I diabetes mellitus	1/43	0.8048698507478471	0.9246901404179096	0	0	0.6148553507424476	0.1334695351025316	FAS
KEGG_2019_Human	Gastric cancer	4/149	0.8103105063131266	0.9246901404179096	0	0	0.7114337568058077	0.1496413853879334	TCF7L2;HGF;AKT1;MAPK1
KEGG_2019_Human	Chemical carcinogenesis	2/82	0.815020794870825	0.9246901404179096	0	0	0.6451884253028264	0.1319679056451753	SULT1A4;SULT1A3
KEGG_2019_Human	Basal transcription factors	1/45	0.8191666803408223	0.9246901404179096	0	0	0.5868462854349951	0.1170568781849523	GTF2A1L
KEGG_2019_Human	Peroxisome	2/83	0.8202796915374088	0.9246901404179096	0	0	0.6371899041257498	0.126233634329952	ABCD3;CROT
KEGG_2019_Human	Phagosome	4/152	0.8223306746854775	0.9246901404179096	0	0	0.6969033811139075	0.1363231409937063	SCARB1;MSR1;PIKFYVE;NCF4
KEGG_2019_Human	Cysteine and methionine metabolism	1/47	0.8324172989675277	0.9246901404179096	0	0	0.5612727910238429	0.1029494425942075	DNMT3A
KEGG_2019_Human	Ether lipid metabolism	1/47	0.8324172989675277	0.9246901404179096	0	0	0.5612727910238429	0.1029494425942075	PLA2G4B
KEGG_2019_Human	Salmonella infection	2/86	0.8352605239644195	0.9246901404179096	0	0	0.6143369864769596	0.1105877826749932	KLC4;MAPK1
KEGG_2019_Human	Notch signaling pathway	1/48	0.8386743970211384	0.9246901404179096	0	0	0.5493022191718142	0.0966402403534873	RBPJ
KEGG_2019_Human	Valine, leucine and isoleucine degradation	1/48	0.8386743970211384	0.9246901404179096	0	0	0.5493022191718142	0.0966402403534873	BCKDHB
KEGG_2019_Human	Arginine and proline metabolism	1/49	0.8446981704971266	0.9246901404179096	0	0	0.5378304211469535	0.0907728188150695	SAT1
KEGG_2019_Human	Malaria	1/49	0.8446981704971266	0.9246901404179096	0	0	0.5378304211469535	0.0907728188150695	HGF
KEGG_2019_Human	Cholesterol metabolism	1/50	0.8504973085581484	0.9246901404179096	0	0	0.5268268597761685	0.0853111974071443	SCARB1
KEGG_2019_Human	N-Glycan biosynthesis	1/50	0.8504973085581484	0.9246901404179096	0	0	0.5268268597761685	0.0853111974071443	ALG13
KEGG_2019_Human	Vibrio cholerae infection	1/50	0.8504973085581484	0.9246901404179096	0	0	0.5268268597761685	0.0853111974071443	PRKACB
KEGG_2019_Human	Amyotrophic lateral sclerosis (ALS)	1/51	0.856080177364615	0.9246901404179096	0	0	0.516263440860215	0.080222817316343	ALS2
KEGG_2019_Human	IL-17 signaling pathway	2/93	0.8659143175072688	0.9246901404179096	0	0	0.5668732344371644	0.0816123517284654	CASP8;MAPK1
KEGG_2019_Human	Autoimmune thyroid disease	1/53	0.8666290275124857	0.9246901404179096	0	0	0.4963554590570719	0.0710504420198169	FAS
KEGG_2019_Human	Glycosaminoglycan biosynthesis	1/53	0.8666290275124857	0.9246901404179096	0	0	0.4963554590570719	0.0710504420198169	HS2ST1
KEGG_2019_Human	Protein processing in endoplasmic reticulum	4/165	0.8673450154307525	0.9246901404179096	0	0	0.6401958072438622	0.091111668380518	SEC24A;SSR4;LMAN1L;SEC31A
KEGG_2019_Human	RNA transport	4/165	0.8673450154307525	0.9246901404179096	0	0	0.6401958072438622	0.091111668380518	POM121;EIF4EBP3;NUP98;EIF4E2
KEGG_2019_Human	Spliceosome	3/134	0.8802211097751808	0.9345557461810562	0	0	0.5902347688319171	0.0753034160683232	DDX5;U2SURP;U2AF1L4
KEGG_2019_Human	Ribosome biogenesis in eukaryotes	2/101	0.8944869723506041	0.9458099953543272	0	0	0.5208477779137267	0.0580771003861754	XRN1;CSNK2A3
KEGG_2019_Human	Arachidonic acid metabolism	1/63	0.9088587800078676	0.954713030428291	0	0	0.4160813388831079	0.0397630438262692	PLA2G4B
KEGG_2019_Human	Cell adhesion molecules (CAMs)	3/145	0.9103077731990682	0.954713030428291	0	0	0.5441991572073953	0.0511397685494522	VCAN;NFASC;NCAM1
KEGG_2019_Human	Retinol metabolism	1/67	0.9217376311981332	0.9612233538593749	0	0	0.3907828282828283	0.031846714030665	ALDH1A2
KEGG_2019_Human	Staphylococcus aureus infection	1/68	0.9246626295865732	0.9612233538593749	0	0	0.3849301877708233	0.0301501699802636	CFH
KEGG_2019_Human	Ribosome	3/153	0.927692306631722	0.9612233538593749	0	0	0.5149595687331536	0.0386503765869631	RPL34;RPS3;RPL17
KEGG_2019_Human	Neuroactive ligand-receptor interaction	8/338	0.9383952859135086	0.9684239350627408	0	0	0.6225072982196456	0.0395815072819429	CHRM2;GABBR1;GPR35;PARD3;PTGER3;TRPV1;GABRE;ADRA1A
KEGG_2019_Human	Pertussis	1/76	0.9444555674648246	0.9692400402346206	0	0	0.3437275985663082	0.019642876162461	MAPK1
KEGG_2019_Human	Synaptic vesicle cycle	1/78	0.9485316974488258	0.9692400402346206	0	0	0.3347646976679235	0.0176889906152808	DNM1
KEGG_2019_Human	Complement and coagulation cascades	1/79	0.9504563185246472	0.9692400402346206	0	0	0.3304556106975462	0.016791465539712	CFH
KEGG_2019_Human	Fluid shear stress and atherosclerosis	2/139	0.9678159358284402	0.983057131668258	0	0	0.3756324232987199	0.0122881982116324	AKT1;ARHGEF2
KEGG_2019_Human	Hematopoietic cell lineage	1/97	0.9750585293180052	0.986529806133511	0	0	0.268243167562724	0.0067752268366947	ITGA1
KEGG_2019_Human	Lysosome	1/123	0.9907542507836544	0.9977343349425548	0	0	0.2107901463070685	0.0019579783311673	SLC11A2
KEGG_2019_Human	Parkinson disease	1/142	0.9955258351307412	0.9977343349425548	0	0	0.1822046823762678	0.000817042947360112	PRKACB
KEGG_2019_Human	Olfactory transduction	7/444	0.9977343349425548	0.9977343349425548	0	0	0.4084451141994257	0.000926449732275696	CAMK2B;CAMK2D;PDE1C;PDE1A;ARRB1;PRKACB;NCALD
